"accessions"	"AJ_F1_1_tmm"	"AJ_F2_2_tmm"	"AJ_M1_3_tmm"	"AJ_M2_4_tmm"	"AJ_F1_4_tmm"	"NOD_M1_1_tmm"	"NOD_M2_2_tmm"	"NOD_F1_3_tmm"	"NOD_F2_4_tmm"	"NOD_M1_4_tmm"	"C_F1_1_tmm"	"C_F2_2_tmm"	"C_M1_3_tmm"	"C_F2_3_tmm"	"C_M2_4_tmm"	"P_M1_1_tmm"	"P_M2_2_tmm"	"P_F1_3_tmm"	"P_M2_3_tmm"	"P_F2_4_tmm"	"NZO_F1_1_tmm"	"NZO_F2_2_tmm"	"NZO_M1_2_tmm"	"NZO_M1_3_tmm"	"NZO_M2_4_tmm"	"WSB_M1_1_tmm"	"WSB_M2_2_tmm"	"WSB_F1_2_tmm"	"WSB_F1_3_tmm"	"WSB_F2_4_tmm"	"B_F1_1_tmm"	"B_M2_1_tmm"	"B_F2_2_tmm"	"B_M1_3_tmm"	"B_M2_4_tmm"	"129_M1_1_tmm"	"129_F2_1_tmm"	"129_M2_2_tmm"	"129_F1_3_tmm"	"129_F2_4_tmm"
"sp|P97807|FUMH_MOUSE"	31386433.6380773	28503427.7659118	36242032.3701156	34212777.7055707	28565801.7841703	47471129.2695931	120675135.569477	86165515.2102392	133930587.67939	43054459.9100712	48946502.35875	43208048.2173947	42744872.0885856	43166263.0650299	47936903.1554935	56876957.8138062	45703077.9514491	47648025.6986915	44884069.264596	45853029.1566512	32551502.5781619	29766909.6385866	32601299.9194055	34633215.2478892	37925279.8496885	47714408.1512579	42271728.5753736	33143645.2276856	36367068.4822891	31994841.4608809	34815307.1076739	37872393.9885342	35108468.3627256	34967102.5252616	37541852.2053237	51305726.6991891	44233384.7331829	41085019.3336159	36068957.9717576	42533620.9235477
"sp|P41216|ACSL1_MOUSE"	35932411.4019221	38413901.9962312	65149961.2591972	56218063.1396072	35983371.6122701	62064630.0887818	32790026.6106054	33756743.5817485	15398870.6101449	58532874.6227102	31100931.1407026	32225304.4271244	48540245.7701017	33977125.0759645	48824349.4682432	45310179.326978	52789558.5442591	38402236.0436435	58205490.685401	35123820.6402088	37226809.6423744	40162334.8558256	52830726.1317099	52010860.6876238	51636260.5832861	55522488.769545	30437754.1410815	35160067.2544636	37624673.1293028	39657474.162007	29975379.5336952	43164336.3911232	49258243.2010635	32234574.4513959	44913306.0335405	64524007.6858345	37822879.6664142	65511088.0635258	35175475.6431702	39955813.429496
"sp|O88844|IDHC_MOUSE"	48695112.106603	53679196.1928879	66633310.4684872	50810183.2072813	51466657.4327604	47840874.2929602	21530595.0608521	41094506.003426	14157443.0893421	46511807.5592449	32178303.9399647	32662388.9655325	39898428.1469709	34920198.4670112	34367143.2324479	41653827.2458849	37611547.0697718	37875028.8389619	32659160.1119003	42736988.4811071	42047078.3285047	50919559.9843832	52585865.1932451	48047420.6103197	51800238.527084	25202457.3159502	34171963.957965	35947047.5340808	32498360.7121594	36022368.3205944	57967580.6693253	55472759.1742777	66364254.6921891	61167899.5681255	53284088.9565172	48168902.3457109	49433279.2450503	51053930.6791212	43672627.340045	47672213.9559147
"sp|Q99LC5|ETFA_MOUSE"	46263816.325362	46660658.9913822	40245029.270106	42602204.2874754	39741943.6217953	41933538.9237108	57002645.5267046	52255633.0231466	65381577.4927651	40366615.469408	42818458.1470945	44775774.2378024	33400418.3378074	41600772.0088413	38025104.8898199	40723191.7004496	43361822.9560026	47684622.4104204	41241910.7475973	41328380.1235419	39161896.892513	39267973.1327066	34356167.6036632	31730885.2498531	34334229.8069611	35916007.7193313	35066080.5143145	41764382.2617704	40674246.2131658	36219543.4881353	36754609.6471182	33338280.9274386	33573927.1281512	37998216.4358659	32602924.3364703	38080549.7261708	43196824.4575959	36155689.6110822	34671465.1103312	43905371.423623
"sp|P49429|HPPD_MOUSE"	36903558.2649728	33662099.8506438	33388703.7907762	34391703.4629271	38832726.2006867	32980485.7616637	81399640.7288017	62453331.7157931	60727949.8210092	33785324.3737709	45355748.0529173	44966199.8225679	32098889.6433469	43524073.4284362	34183414.4699798	40778468.6001781	34741903.0800946	42085331.5768018	34930235.3076676	45479907.7191848	42557779.9997249	42318196.9771508	37297640.4894716	34913532.6455612	42147722.3438253	31143496.20352	27051953.9575708	40862821.0681492	40769891.177521	38741350.9338752	42846683.5674509	37411342.0275615	36302035.8282608	43302820.564841	35652535.1462404	42753959.6910488	58621758.8515965	42282258.2250071	44107193.3935343	59020813.4376032
"sp|Q64433|CH10_MOUSE"	37636780.2005458	42456295.6055318	37396152.6160078	37309364.8017435	36774134.1753115	42856398.3172564	55320514.1944787	54059316.456533	65871925.952508	43508312.0432831	49211114.5661483	52057480.9142467	34355997.7335788	51238124.8635868	41832201.2150068	43238580.3556704	41974964.7161271	47705639.5840722	40166166.4708638	46986482.1030524	41021234.2045766	38175414.4680044	33187403.6376641	32674706.7370485	35194350.7753673	51573015.3561134	42775670.7802229	49528450.5384217	46021581.2378125	41815817.4682551	33093842.1445316	27930657.7880379	28404466.0394151	34190777.1421046	30002693.5905643	35948676.5446102	37660413.0040784	32783379.7192946	31585545.2923758	37602983.8007455
"sp|P19157|GSTP1_MOUSE_family"	8699809.15083112	9376642.90373724	73832847.9200951	26074308.6013087	12019511.436303	108234126.088943	29765710.1767892	15956197.0562409	8818231.86547321	163313961.924572	2666848.37371192	2620265.93621079	34124107.7385529	6612975.79404101	5225627.35439404	40864545.5623241	43328096.2670737	28119804.552203	83429480.38309	18322699.5218222	6750722.41935786	7572341.32553205	31442637.2040671	63837985.8738957	53286202.2470256	102502542.224295	61149721.8834193	10483067.9374967	16302716.997851	6730131.94109262	10575350.3400666	40712915.376803	38124128.1873875	23812349.1750769	55919102.4911956	64954484.2556753	12795245.8174564	93854520.3733508	31503172.3745929	21423151.1258988
"sp|P10649|GSTM1_MOUSE"	41673736.665771	35201877.009804	52491622.8364919	36780535.7965462	44359978.7693992	49089731.0886537	39010019.1724005	31924864.7648262	26749312.2370902	58667069.6258442	28803612.0095011	26459951.9000706	51667319.9054084	28985902.4157409	49612899.1686057	27238556.6905917	22486216.2781555	27892479.4644508	26375590.9802179	26471375.8270954	23835599.6323435	24325332.943211	29954202.8773598	32738970.4458795	28133398.763813	33335467.4568604	28830087.9645303	31602545.0028692	33688704.2882027	22052248.9804517	56969352.0768966	58266626.1849891	71639795.3100489	58898628.9457376	58389477.9634306	55469734.3518259	57598193.1420307	76293769.1642468	62796910.2576379	56231040.8625224
"sp|P08249|MDHM_MOUSE"	43546486.1496953	40476617.8086113	38522748.1547643	38967098.8142478	38891171.921462	44249857.7982562	72995744.4688346	56470129.1009874	97257408.0110406	40385229.1349798	49203574.9344545	47772950.4849319	40262324.3112573	45292472.0777307	39626598.0187184	42327157.1809052	43262818.3668082	44549299.7187013	40614440.6672499	39344995.6333123	35302821.3959232	34313674.968731	33800346.4374806	33198056.7208441	32383324.9038013	45043275.7453769	37917455.4138306	43176544.2764448	44688293.036004	42175539.8414156	33356061.1424316	33621846.6970592	33821092.2027343	34604341.7011527	33608810.8505026	41034965.5057826	40756105.3951607	37104285.7146706	36554140.4897666	39413851.0310614
"sp|P08113|ENPL_MOUSE"	37549471.7696201	41341113.6047634	40000088.5929969	45051230.7892876	36967059.7734483	42309312.3878248	28331038.9393779	35563396.218074	18881496.1977016	42201008.7076031	37911651.7554017	36465991.9249442	46280432.1604319	35665197.0460185	47544216.9421702	41118805.3460925	42676003.645049	40019654.3308933	44053784.7065406	39602832.859023	39989150.7629914	41163566.1024411	34851984.958455	36330635.1536545	38185243.7644893	50174677.539691	56707766.3738585	40441351.6926061	43046336.7785279	45574307.9033236	40670335.0619139	34801422.7558444	36620363.6505198	42562611.1101071	37305212.7505722	39494567.1209366	37073983.1119826	35942348.8165971	38120970.6739561	39350347.0343682
"sp|Q8VC30|TKFC_MOUSE"	43549796.2408932	41734217.5495617	48113666.1595781	42527732.0774967	39415677.8962391	33460554.604218	18848054.8321436	34454309.3729191	17335465.4533734	29505680.1363137	30834799.3022354	33579511.4916014	28934316.324651	32877810.8220597	26108059.2494165	37886942.601178	31613544.0047776	34786644.7711051	34887890.3314221	32673730.8721865	50090035.7104483	47663633.7093877	87242025.6063593	86271560.5652072	83207545.6189108	12517846.7608982	21163821.9107802	15865006.2499641	17917028.7872002	16447985.714654	53839191.4395472	61912032.0084414	67354205.7835474	41576115.7289866	57602075.8571038	29311622.6764323	32462038.2888006	31320543.0898497	26965159.675597	30102914.4937084
"sp|Q9EQ20|MMSA_MOUSE"	41612709.1246515	40446701.636186	43978157.5719836	39355403.4812881	41838398.3139557	42722559.4365757	53715658.6483212	48168563.4052687	56969752.9318496	41743789.804502	32685159.4251037	33616313.9450092	28499467.723111	34259857.8143687	28614922.4395192	34966843.2695995	32939697.3068664	41162353.7995098	32428231.6758884	33444542.8538752	37727655.2567186	38754432.7530526	35877606.1466262	36884627.2937504	35031360.9389258	40462256.0878391	35512544.3543227	42534439.7908493	43458576.6011774	42668337.7210864	35438806.4146836	33112877.1009204	33696864.7877372	38283773.2038195	33735613.5324434	44685299.0234162	47026788.1584187	42176773.779806	39335281.1706751	47542429.6680327
"sp|P14211|CALR_MOUSE"	33464649.759527	34969430.1470859	45029555.6190181	45719358.0023704	34888302.5702259	39210353.5604917	22123060.0770639	30533189.3975464	14065270.3014504	39194364.7380318	36859376.6750078	34433909.9410864	44640603.3395133	36590728.7859051	48103750.9078383	41047516.6206263	42446083.5841172	33897090.8254862	43538811.5784639	35049369.9398704	38940436.024395	36896067.7940017	36789023.4387845	41410623.1063457	45717592.2544346	50157462.9429391	51191439.9955314	36240775.9785535	40307030.424609	39370487.5352279	36665430.3401627	36477963.9572185	35435630.4388625	37351067.8876371	38349206.1884851	41269204.6411197	29293638.7881807	42404400.4898651	31995878.7581772	30600153.893221
"sp|Q9QXD6|F16P1_MOUSE"	34578330.383861	29602138.6223106	29859026.8379345	34604778.4197014	35752816.8947537	24450710.6108016	48640801.0849578	43325509.582979	39042860.2265759	25703973.310583	38268343.487929	40903796.7281727	34311191.3677752	42998310.3815551	35984741.0893358	40247222.6355445	35639432.0370546	42511956.1603714	33449128.8712449	42924970.7165183	37283726.5762302	35998164.8938116	48386215.2122124	46170215.2192982	46032531.6102776	32137002.8391048	32922543.7353611	41361867.2916804	40248641.4325993	46290634.5110351	54082953.8848761	52942467.2071093	47328785.7078618	47121017.068813	49451055.3117829	43101379.0746474	55174056.5455977	42936234.4369022	44802843.6994516	54282313.226408
"sp|Q91VS7|MGST1_MOUSE"	11606793.1519144	14882600.5148079	8219715.836574	8576332.97597235	6456815.63611809	52061593.5780002	32034780.1128931	38912561.825663	26440792.9062388	55734770.6709219	41111605.9514642	41287102.2656537	62572920.1200248	39360811.0857923	54179748.6861459	32887012.8809934	51445299.529375	39228893.0212038	48305706.2914406	40775046.3540642	10813370.7734271	13692738.2015801	16541399.6305964	8491614.04390976	12720089.3592406	40515281.8662718	26049009.9089749	29769984.2274387	27576989.9393611	39115932.5724157	33545038.5810943	65076492.3185057	66444442.6148979	36135900.508379	67762312.481133	37359241.8475349	27573367.3970279	41165224.0312722	34355017.6294108	29815554.0854923
"sp|Q99LB7|SARDH_MOUSE"	37867342.4037137	34995579.2899938	29349874.9197537	34098631.8436228	36216232.8516843	29948943.4843137	53314847.7984556	44503466.2262532	61010747.9869554	29427992.8266948	25628256.5933854	29842928.2552183	21336045.4778925	27716879.1064959	21787881.7968923	45463481.8899335	42004443.2130733	51135757.279075	36196841.8048016	43820498.5446113	40411840.1965014	37135407.9705988	32516657.7786495	30708220.5074894	32792617.3068406	37899875.0722664	29483452.532691	51502835.1017772	48328853.2934788	48343196.8539741	44461866.1782848	33050260.196211	35330332.2338132	45920836.5304595	36052751.7262962	30551067.1002726	37002187.4734921	28626429.1518196	29247861.9072276	38325450.7360415
"sp|Q9DBM2|ECHP_MOUSE"	45075070.3952253	36593541.6795678	28701938.9823991	29571307.6652747	41007269.6875588	31342015.3381517	35978929.068725	27007558.8749624	48711681.6919426	27647141.9008011	39646476.2722748	42342905.6264746	26008369.2503962	38267248.423136	32686629.0072127	43169338.3609919	80845854.4648731	41921892.3936172	75176963.5691857	44624896.0820267	40935633.1263457	37483180.6188201	34519032.3516001	32707105.502089	31546985.7439959	30416180.7055821	23838819.9382975	47428081.2543552	44563586.2010885	54658195.2349849	39289789.7349483	29059168.5864334	32236614.7099815	24589202.3840333	27621573.1144247	24664387.7445252	41850338.5943429	20699303.6305181	29698052.5686153	39855569.6991386
"sp|P34914|HYES_MOUSE"	37479984.3446342	34732028.4873801	57102244.1956497	42098227.4715253	37367765.3567724	61094845.1230866	41853644.7008327	43068522.1884181	36826728.1885985	58170629.1751808	12455256.3101905	13258072.5331802	25787875.1160365	15825870.4428775	27197326.4118416	30127687.084238	42812253.1086367	16249407.7069052	44044480.3251019	16395913.7363205	30937948.1646233	31207986.1007745	43108697.3783374	50468359.178945	41067624.2298643	47767743.9537612	29200298.7988887	35398423.3011019	41528571.1920754	39305418.6821642	28079437.2787464	37215684.3613751	38787116.4246837	42885195.9617152	39525478.6013732	58238162.4074374	41582859.4809058	55200222.5861604	38632044.8884722	42722664.809923
"sp|P50172|DHI1_MOUSE"	37818289.5754686	38032502.7502906	45365886.4145123	45389715.3311359	37944885.1226895	33077920.237971	31690638.7625309	26769675.970988	14613523.0641156	31538612.9402949	40647249.5480147	43825491.612728	33023148.4717489	35975429.893538	41168763.7614775	41165774.9862255	30686691.6651383	41957904.2286977	29382125.4127039	34549839.2915564	37135860.156147	38449221.9705267	36623039.2760423	36160280.8507111	40707033.2954876	34859983.1263224	32827999.9760684	46775607.3870441	45996444.8755814	39222136.6756976	33670899.7356717	27988314.828813	27570268.2187708	33546444.3337873	26611940.5131204	33278097.7197103	34385797.6257404	36522094.8148517	29114847.1159981	35511538.5330851
"sp|O08709|PRDX6_MOUSE"	33095954.1885831	31793545.5805801	33233844.6234624	32888374.5641575	31859956.092108	35048830.7624136	34006167.9357352	36859798.3988411	23785205.9628154	33468174.4544188	36202286.0185647	39512893.747144	32182984.9392465	34652232.8939992	34303440.9626092	44902962.8211282	39996452.1893675	43911429.609534	39977701.5869759	50603730.9747566	36112946.3973282	38981825.0158833	44209639.8150648	41016833.4792274	41421691.6183539	21358555.3594124	21749234.7660392	29726316.2126693	33435595.5403514	35216283.6498793	39789418.1036158	35910410.6642474	44142488.0257018	34819387.5651997	35993708.7070173	41940295.8035357	37727288.1230883	43515938.2816815	34467517.0648502	39171625.2685543
"sp|Q9R0H0|ACOX1_MOUSE"	21339583.9028752	18479717.7814705	17567288.8290851	17582737.5205536	22866945.9164047	32186827.5314572	38727238.911684	38251720.9378647	32253888.1929414	33976389.2992247	35516808.4156917	43564186.8565605	32800671.7464246	42070517.7266573	37799491.521802	35027090.3678566	32257856.6768569	41661276.8139458	29294081.8666152	35211178.672442	48257709.8746219	40400998.6057518	45630375.7738615	45392212.0854577	41389621.9319677	23865886.2074012	25631002.9838737	43775340.6346827	42304179.1291901	48787785.9935472	46627193.410918	43379250.4710737	49626892.2366557	39028482.2229736	46485973.2300921	32123138.8632421	41059425.8695361	27240109.3050138	32641599.5816724	43974676.6480939
"sp|Q91YI0|ARLY_MOUSE"	22443983.7328888	21087061.4961033	21698465.0130661	21764493.0667967	20650713.2525696	30557594.0758109	81009673.7216247	57547034.3945689	109951901.574352	27669221.2149357	49794781.8470344	49512738.5533267	32973145.7606765	51550764.0709606	35436658.006596	28582771.4049778	25688576.4923186	34520548.119424	25530004.3962856	33698876.7032946	36359335.0357551	32916682.0868102	36175656.6408391	38338867.6339274	34872186.011814	34293862.6516135	26615863.7884916	36261809.2867103	38341358.5002258	42501887.5529553	39981059.5087783	34733046.5585156	31783825.4762493	37925351.3887546	33704661.6251579	41736657.2234792	46820466.1073448	34011023.6039405	31985414.0445815	45265532.8801934
"sp|P62806|H4_MOUSE"	36054684.9364655	39209715.8110974	28409815.8658424	29445060.3879992	31822697.5603471	27040149.8082336	30302276.3836531	26985054.725561	56157596.8533506	25210318.1057278	29381923.8803734	32893918.6805386	24381030.6575569	33085301.4323288	26072842.7823462	28961265.9273472	29389620.3491511	33740596.4211565	26799414.6391933	35303381.5261208	27751196.7585026	29492591.6253693	26379403.9864488	25588953.3135704	23461593.5666659	25356057.2353788	29425296.3633553	32928170.1793246	29774420.4753737	28521535.2778024	36062825.3002778	28897633.9025398	27803508.5004196	37826670.0406087	24985634.9190238	27197168.7769428	38808253.1114818	28487094.4378626	35778533.9373356	36482498.785352
