"accessions"	"CC001_F_1_tmm"	"CC001_F_2_tmm"	"CC001_F_3_tmm"	"CC001_M_1_tmm"	"CC001_M_2_tmm"	"CC001_M_3_tmm"	"CC003_F_1_tmm"	"CC003_F_2_tmm"	"CC003_F_3_tmm"	"CC003_M_1_tmm"	"CC003_M_2_tmm"	"CC003_M_3_tmm"	"CC004_F_1_tmm"	"CC004_F_2_tmm"	"CC004_F_3_tmm"	"CC004_M_1_tmm"	"CC004_M_2_tmm"	"CC004_M_3_tmm"	"CC017_F_1_tmm"	"CC017_F_2_tmm"	"CC017_F_3_tmm"	"CC017_M_1_tmm"	"CC017_M_2_tmm"	"CC017_M_3_tmm"
"sp|P24369|PPIB_MOUSE"	65894222.9261551	60935396.0162625	63349990.3863789	56496548.0532393	62485002.1749297	56848773.7218382	75371227.4769023	44704193.0980064	71255070.3851201	62894518.9745926	67384273.8881529	74340238.7537478	42439342.5396213	51282418.957077	41082753.211848	48747212.5734561	55027372.2677973	45672326.7568346	40672620.2187264	47276895.5097978	41978609.9718491	66021849.4578004	67515833.8790951	66482929.6200635
"sp|P17751|TPIS_MOUSE"	54668539.8797502	52567539.9827935	54289029.4328449	57371820.3695498	54461553.7649255	57626534.8823296	44578507.1215277	64025446.7519931	46372868.0197896	52493174.0224779	48580590.2595731	43766412.7586119	58748955.7106786	53254564.4173729	54826660.9295615	60652679.7384839	57598772.3636847	61163544.8232821	65953589.8430955	64849467.4079008	69201558.3858789	55705743.6481714	57439377.2096663	58960719.6526596
"sp|O88844|IDHC_MOUSE"	51140640.2808786	51497283.6822508	50769248.3359052	54633224.8157491	52096663.7193521	55028356.5208109	50434194.2861402	47763932.8563281	54484757.065669	66736737.8523205	68755687.4693329	55535823.2602597	54317396.9923165	52389781.677062	53204656.1548024	59706161.2125194	61465818.2349292	62789069.7913955	58262739.9218542	49524041.3522469	59116022.090638	53360594.5635104	62097406.4226115	57240765.9483451
"sp|P50172|DHI1_MOUSE"	50265642.9146984	49901593.3467107	55914374.5599639	60903779.3204192	70360335.9094211	62603461.0744976	36611417.3472212	66864754.7320092	37202154.3557382	49198410.0860888	39634377.2518841	34040989.6481619	64627658.8698288	60323863.8467428	68946676.7542773	61675490.0594909	49486409.7514128	56972938.1810674	76125019.747545	66153067.4994961	84052991.1329002	46985292.6033307	47223779.3283053	40175657.004042
"sp|Q91VS7|MGST1_MOUSE"	50299997.7847548	59737981.4763757	45084554.8941782	40681563.818008	41842415.0270338	47209836.4058949	38857778.203077	43766985.7876912	29033406.7987297	68512368.2695247	69667754.1572153	47944276.5354949	57717802.0328995	62233602.9025089	54364931.2904672	39060458.785515	52301411.3607763	46323092.988431	66433002.3946996	47392404.5984263	81360029.7118285	83582201.9471982	61730234.1649239	78857044.8921923
"sp|Q922D8|C1TC_MOUSE"	49321119.1472145	46056796.3244085	48808172.8570505	56584887.6283238	61749829.9668126	60158339.0557543	51671237.9170993	57785133.8036071	50681331.0881604	44633317.3501749	45565216.4632582	46188068.362328	61249487.576733	58283800.3022675	60036730.0592811	56160519.8039372	55773278.2324455	56625234.6166717	66023080.4011686	59050005.5923187	62254790.5835434	50948356.5173781	54638052.8644994	50892519.9322173
"sp|P10649|GSTM1_MOUSE"	57817401.4376968	47329396.2005288	52620789.2602015	64783141.7124182	53093787.8469655	58310760.2759528	33662156.2774726	63969449.3756037	47569411.2301766	73159935.8713007	57021824.5619701	50016625.2808187	40803016.5875989	41795477.4641238	45701142.4478195	57885104.8393292	47049092.1765617	58810986.1165761	47704200.7428644	64256170.5774409	62961418.2718021	55597364.2078382	60077769.518245	51837198.5692812
"sp|P58252|EF2_MOUSE"	55045929.839356	52786034.3440319	56819326.1559096	47643565.0233739	45310459.5416337	45856899.5049321	62919930.8270565	60617157.8219304	58632023.8211756	59601478.7939109	62603085.0019035	59176062.3237619	48781266.5972088	47934483.2356228	48636398.7007846	43935275.7892757	47636325.5512888	44029913.111972	53020891.5337078	60130743.6806917	55690941.6743493	58544672.8107868	53226167.1878602	58855972.7245467
"sp|P11499|HS90B_MOUSE"	61273898.2823835	46890946.189797	49902687.8487625	51688788.0074059	48488819.0244371	52486695.6430477	56584294.840225	66243391.3616818	57836581.3631904	49442414.1786979	50411638.7097845	53827583.0151613	60971428.8310993	57874132.6663217	60522288.948925	45868653.7278197	47668393.1007464	46955844.8348749	51604421.6833784	63795699.9218934	53858431.4142034	49065180.4686337	48552217.081051	49675697.2166939
"sp|Q8CHT0|AL4A1_MOUSE"	47183598.017188	46544806.8045719	45431618.2874537	56653553.5412468	65083833.7712222	68555321.1758661	37816741.6832699	55955917.262167	40926932.4724227	34144435.2220818	28958525.30589	34968055.2978989	74831958.5657433	66919860.2388284	67008549.0380682	59368290.6158464	52737295.2992916	60248465.9194396	58500929.0930201	57144259.1617591	54619228.6682668	43761184.2024255	46832305.9736544	43166575.6655171
"sp|P49429|HPPD_MOUSE"	38204438.7233738	34234982.7514898	39946557.2718986	56168533.8536166	55175909.3434731	58112799.6596436	42070717.1108311	63123409.7534395	44160985.2467619	33566742.3834885	35826090.1558403	34693555.9464764	64648229.471398	53130037.2560412	59803765.8269157	57272905.092126	48243093.5614072	54049595.485802	57020362.2402609	63690344.5483929	58785963.0865538	48184143.1757068	53788097.3549386	54039670.5862379
"sp|P62897|CYC_MOUSE"	50478240.4852414	43003597.0888559	46033075.1645948	47791916.299268	40232812.1469858	38893624.2987124	36582645.7344236	63875233.7209419	41406886.9167039	42188137.7509378	40709659.443613	47364788.3709833	59537881.5440445	59170578.9341784	57832646.7402559	55197824.4813351	50729512.6361359	53957541.6217577	59988801.7912283	64976970.4233326	62378385.9414104	63315707.2743469	58645654.9762731	62243592.9020399
"sp|Q8VCN5|CGL_MOUSE"	36234767.0502663	25377405.4841523	35325553.5995596	47474032.3386506	53468832.6834416	57236797.4699459	27569364.7665944	80559089.1597589	27434185.7250167	29366891.2249347	21985000.9274389	22524894.3625383	83528959.2769059	52305265.5284569	73187141.3551939	49139325.9913547	38248330.5072197	56106631.839499	64188569.8817405	83273943.3834536	57392625.3515599	44226992.5101651	40236176.9944615	51040621.9652252
"sp|Q9DB77|QCR2_MOUSE"	49657184.0826948	45872693.6251735	44997601.2622219	52538705.6497424	49530786.1880966	46329168.6607142	38035592.2219775	52584762.4414822	43989443.6054481	43881266.2958425	44159281.4481573	42847671.1461913	51072798.2421511	49248589.8521609	51987327.1881456	50187390.3140127	48120617.9932568	51825820.0576097	57743157.5196843	51961953.9966481	57394932.3643833	51242886.1326306	54387986.6093369	52195098.2791537
"sp|Q99KI0|ACON_MOUSE"	44326579.6831908	42017390.0898113	43907473.4703968	51672275.7495472	50109133.6018379	52487125.1040339	31083953.6544544	52727350.2572882	35516297.878219	40433556.5234978	37049663.3947341	32833973.1433283	55127535.1555801	56471986.5736858	54985256.2733843	55884018.9184584	46959687.7739679	54024262.4706782	55633366.0378426	55611312.9248593	60057919.8513394	52296050.9809513	50802883.9999969	50514838.7914421
"sp|Q9DBT9|M2GD_MOUSE"	40889466.2426772	37029172.3811776	40590347.5181553	47853501.3009482	58116733.6050667	62131430.1598466	32238016.8848965	55704934.8125798	34187210.5941757	33363363.4226881	32967147.5207664	32834682.8173513	78206150.0736554	58783574.0400447	67195328.28	47368276.1407705	46093050.0364284	47764320.0681383	54981366.1227355	55346882.3193426	53075854.321991	38873479.2410656	33430523.0441318	34504279.2521329
"sp|P97872|FMO5_MOUSE"	62466940.9056668	51918137.5026348	60647518.3147331	58834872.8158949	53258220.1325224	58434544.3071263	36150255.4523166	35013283.1976257	36648201.7927171	39787451.722844	42494220.3825066	36209014.5235627	34551430.7659052	35168676.8617066	31169273.5944922	44413553.9034147	48489357.9505073	42359403.534432	34539841.5715803	38381656.2262109	38656779.6882946	61870325.0717765	66637415.5194828	65101322.8122293
"sp|Q8VC12|HUTU_MOUSE"	34678750.0132929	32573943.6799383	38786887.8167849	43404261.4202711	49720685.5474396	49766079.1037625	32325776.7350744	52568350.4771617	34916170.5484429	43989402.8647149	39218377.5630926	32396022.8781026	58916612.5842287	49571802.7978027	55133721.1006586	59687337.4875319	52825592.873553	62349915.3847108	53724164.9866082	48527821.7122495	50548120.039214	44625166.7970934	48616566.0993412	47587481.8141173
"sp|Q9DBF1|AL7A1_MOUSE"	40845232.7239965	38743914.7304229	37167371.8765166	45666179.5874281	47936238.3347512	47828900.7603415	33563130.8351094	41447816.0482009	37372245.9079952	48073093.7487374	47903867.3976698	38087868.2687378	48334309.2337094	46217380.5348798	45486644.6819776	50070631.2511312	49090833.630482	51880529.2826283	53728880.4708103	42587741.0329274	56025053.567908	45522175.6193539	50665935.069089	49482510.4068371
"sp|Q91ZJ5|UGPA_MOUSE"	39590675.834444	37150070.6260795	38217380.4716444	49033574.2277613	53958193.5645097	47700013.3533609	34807558.3077496	43194387.7619488	34961724.1133641	34042633.9909064	34614398.887145	32816600.7622185	51072467.7520619	45177405.2652163	49019033.5502024	45109242.0980647	39281309.9951152	48156102.1839774	45689055.8417577	47951457.8672874	48469347.4690549	43727182.0306958	47007641.7055123	43890338.5952089
"sp|P70694|DHB5_MOUSE"	38842012.0188031	40953146.1869157	35353295.8212215	47793587.9314429	51753917.1297076	49183278.6021803	41389085.8027513	36345752.2039847	49406422.8028587	40169859.1505302	41713771.4039048	41292255.9096468	37833771.6981627	40364873.3353782	37845495.2484594	43783021.8014219	46495493.2112939	41468111.9575717	46068805.7951834	35337685.7080051	47736640.4117457	48568419.9386958	51228540.6258296	46081221.3087202
"sp|Q9CPQ1|COX6C_MOUSE"	42096788.6296542	38502823.6579032	36565205.9666348	41336660.7131761	39793613.3608386	38861308.1431861	33499353.3904686	44430054.157369	39911415.8209011	37098822.1285914	34932686.1239272	39500682.9240187	43905487.4866682	43790263.3023529	42589952.7862172	45104941.0922587	42104660.9826809	43711916.2500014	41261481.4153332	44439108.9914767	42237867.8078787	47307913.1274516	46583447.2634844	47543739.663788
"sp|P11352|GPX1_MOUSE"	37607789.0089786	38167457.0690839	38780453.894857	46314214.6032186	43568605.3220433	44649269.8404821	35870322.3405477	37221025.173935	34352815.5857258	41967539.858193	43386569.4176043	41360731.2221123	46879746.4134442	46113747.3358342	45973335.1106847	45908294.9679802	48094657.6591007	48073847.169232	40392074.0422672	37913336.4602513	43574428.4709776	39884963.4314338	41996303.1299055	38066195.2136209
"sp|Q01853|TERA_MOUSE"	46493695.4340661	44845184.6777233	41039714.480265	40204215.0294472	41530795.8087911	39320468.8121743	39730840.3081289	39508020.6382861	42484679.5156453	42294532.8702301	42732782.2230352	41125140.4806243	40556896.6608734	40181823.9686941	40355791.6529615	39486691.0896218	41075258.535906	39362862.336652	43145128.5849528	39839580.201399	46292270.5191425	42784002.0160652	43154549.6505475	41978432.4150523
"sp|Q05421|CP2E1_MOUSE"	45047221.196758	43165303.9572283	38818269.9312211	46432464.8693812	46056852.1061019	49513876.8334498	37457119.1431894	46052111.7760601	51362715.3264623	52229854.739633	46732560.3831527	40035339.9928058	36460252.7485006	49763427.6955681	42485238.3625566	31813163.9084279	28680490.6037335	29314957.934533	45063798.0375574	42174533.219575	51343999.6129305	35739053.4544595	27887295.7131976	27375011.6470339
"sp|Q8VCT4|EST1D_MOUSE"	43159016.8890682	40133242.9476846	43320043.1937229	59433132.1024664	57834508.9052444	53270142.1982497	19278637.5922216	39391411.5439956	29248322.235545	42525481.6785273	38768500.9574989	33735920.3565754	47676140.8950063	40471528.7077174	50029849.3173276	41762905.9014066	36739196.6162232	43206784.3483644	39896875.4741465	40959218.8021433	41609926.2740799	33472688.7757621	33899746.7792516	30490566.9600296
"sp|P09671|SODM_MOUSE"	36309007.4561078	36764531.5832973	33821601.3842939	42636587.8694719	46294514.2254684	41420191.3469229	28050161.612918	36943214.0483325	32488627.8235663	31374240.5995284	32239644.9377982	29387627.8143485	46666408.1088317	43609287.6771821	45414119.5118901	43024752.6579295	40164956.1257596	43875114.4783719	51108194.2434494	38966639.553218	48292266.4637506	37590476.0735604	42726308.8386434	39292135.5564353
"sp|P51174|ACADL_MOUSE"	39749921.8149118	43019357.3256098	39356264.0722014	44479763.762818	46531461.8762211	45554725.1124644	31209046.9674907	39802094.2973058	35153294.4143992	34941587.0267694	28713841.9240481	30680545.9699318	44947901.3575176	45553956.0624272	44118694.4799611	40150212.7352077	38468360.3125147	40637852.69051	44382068.860857	39954659.6179619	43602547.7477253	36759624.945629	36510606.2662534	36483232.5307656
"sp|P62962|PROF1_MOUSE"	43178533.1236761	39980223.4566739	40368004.993376	46620914.1709546	45294280.5598281	44017975.7746416	38044941.7764368	37291409.2489975	39055397.8396202	35972692.8043504	36659403.2512947	39020031.4996659	36045286.6117229	38188823.1746304	36349357.9848211	41957578.4831935	41779106.0068951	39777712.8311072	38976582.7966203	40926163.348908	40416008.3646379	40618795.9824723	41925003.2677865	42787985.0682421
"sp|P17742|PPIA_MOUSE"	41591567.5793493	40658877.8631007	38142071.8173595	36819723.4300581	36806260.1305443	37884864.3285717	43608151.1045021	39593218.5088588	47322189.5893372	43321933.178357	44696194.3768091	48056408.6892447	37044259.7529235	40029504.6049248	35839273.3520065	40898540.2261165	38841595.408277	36847689.102229	34838370.5449035	41874444.1727282	40805916.1495678	44467250.4974267	41614688.0770844	37890906.7483308
"sp|P51660|DHB4_MOUSE"	45962531.1239726	38703843.2913726	37271032.2718371	36127245.836655	38259198.1718764	37489735.1432222	33903443.085719	46247413.7275565	34756426.1789694	43530819.5898616	37915788.3538799	37372539.7167489	39653558.153371	41279580.386081	42674483.5648499	38929946.4123422	35761660.7742097	39052105.8033455	42206449.9040432	45611825.112699	49076861.9229243	40535176.5328179	36522632.9767189	36611502.9974519
"sp|Q8VDJ3|VIGLN_MOUSE"	40971446.2351799	39788448.0597733	44835160.0432917	36257585.5666298	35700647.6762119	36804156.5817712	41828423.4957241	43034222.2088175	40095139.5083253	38568945.4828022	39567085.0936624	40501511.6893152	39696244.852234	39953724.6007143	37863470.1961662	36318181.3631521	38167423.9118496	36196326.9671779	40603561.7440323	43522783.3999964	37911628.54781	42172512.9483808	37513834.4471448	39564406.978859
"sp|P45952|ACADM_MOUSE"	39164884.4322958	37179088.9704655	38928909.65827	44051271.8873093	44524089.7922913	42821711.6750268	26601920.9495014	43789685.5076822	29792456.1009247	32271922.4703236	28408701.0080673	30553442.9865986	47739690.181828	45348195.1600131	47468985.0386451	43331968.2249742	38009210.3706241	43015462.731014	42552523.0222333	44193655.5688613	42545942.3368221	34166222.6772295	32841898.5731279	32410315.322419
"sp|P14869|RLA0_MOUSE"	36959635.5234441	36393899.7362352	39407519.1974228	37644665.9784022	37451336.78008	35985577.8190773	40112328.7417029	38143486.5155329	36948472.2158274	37883007.1183307	39929931.7756588	40246222.9210467	37466092.3828159	39075024.4118455	35571645.5394287	34189088.4504878	36651435.745576	33456445.2515418	41931839.5264775	41320656.5567327	40010087.1965808	39957522.8427482	38001802.9807695	42433651.9920739
"sp|Q99PL5|RRBP1_MOUSE"	44877313.3600659	43267475.4754727	48872802.9615563	35612796.5412104	36688259.7739211	36811829.4090752	43816926.4781671	39131313.8093044	40862434.1059051	39215179.728104	43011883.7332173	43101151.8918523	39119112.8973035	35864542.1738224	35416491.8731079	32299066.3490323	36924756.4844545	32259940.2637835	41127878.8816439	39684579.2587936	35323336.7939735	38489279.9182014	37949047.9859005	37755759.7075808
"sp|P62862|RS30_MOUSE"	17487117.8714701	14107718.7493981	18033070.8231214	16565201.3361842	21730964.9130678	16689416.090548	19842068.887806	22909014.397934	17037490.3738255	16964215.6087269	11474712.1731786	20450392.8174075	17869665.4330516	18009748.7128507	17537555.5695927	18404280.8716379	17270994.5162177	17728488.7757778	19512900.3649119	27755957.1843165	19217215.4131646	20843727.4063451	16212012.6703391	19487978.2683999
"sp|P97351|RS3A_MOUSE"	35875175.3849797	35960571.7090157	33945259.1821086	31422574.0042407	31619211.5955453	32658849.7194705	37317796.588874	33804038.5174628	38904473.6090194	39205083.9768217	39157455.6109449	40828489.4227772	34657834.6705024	35119309.6152114	33344201.4814069	31381987.5708487	35440437.7633093	29454278.3318132	38184776.1010886	35031313.2497128	36984465.7275553	36810881.3728624	37336485.4771774	36499800.2813132
